"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"73","TCGA-AO-A03O",73,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"5","TCGA-BH-A0E0",5,1,1,0,13,1.41,"Bikas","Mathew",4.34,3.534,"Low","Low"
"27","TCGA-A2-A0T1",27,3,8,2,95,11.23,"Rabish","Philip",31.63,25.556,"Medium","Medium"
"11","TCGA-A2-A0D2",11,1,2,2.1,18,3.009,"Sunil","John",8.907,7.3163,"Low","Low"
"150","BCGA-Q2-668A",150,2,3,0,49,4.38,"Haresh","Philip",12.41,10.007,"Medium","Low"
"70","TCGA-BH-A0DG",70,7,15,2,212,21.47,"Tanmoy","Samson",60.1,48.457,"High","High"
"95","TCGA-AN-A0AS",95,6,10,2,122,14.12,"Raghu","Mathew",41.14,33.362,"High","High"
"134","BCGA-Q2-651A",134,2,7,3,77,9.91,"Aniketh","Samson",27.76,22.47,"Medium","Medium"
"136","BCGA-Q2-653A",136,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"60","TCGA-AO-A12E",60,4,3,2,59,5.06,"Vijay","Mathew",15.37,12.613,"Medium","Medium"
"107","BCGA-J2-616A",107,6,8,2,89,11.26,"Prakash","John",33.94,27.653,"Medium","Medium"
"110","BCGA-G2-625A",110,10,14,2,147,19.22,"Prakash","Donald",57.96,47.147,"High","High"
"71","TCGA-BH-A0E9",71,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"103","TCGA-C8-A12U",103,7,5,4,59,7.79,"Vishal","John",25.48,21.094,"Medium","Medium"
"74","TCGA-A2-A0SW",74,4,14,1,167,19.13,"Suresh","Donald",52.93,42.544,"High","High"
"18","TCGA-AR-A1AQ",18,1,1,0,23,1.61,"Prakash","John",4.54,3.664,"Low","Low"
"12","TCGA-A2-A0SX",12,1,1,0,9,1.33,"Suresh","Sam",4.26,3.482,"Low","Low"
"55","TCGA-A2-A0YD",55,7,6,2,67,8.67,"Vinay","Samson",27.77,22.812,"Medium","Medium"
"88","TCGA-A8-A06N",88,3,10,2,111,13.75,"Vinay","John",38.49,31.044,"Medium","Medium"
"85","TCGA-AO-A0JC",85,4,8,1,157,12.33,"Suresh","Samson",33.11,26.574,"High","Medium"
"98","TCGA-AR-A0TV",98,5,11,3,148,15.88,"Prakash","Sam",44.69,36.128,"High","Medium"
"118","BCGA-X2-633A",118,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"111","BCGA-G2-626A",111,3,2,0,71,3.77,"Akash","Samson",10.39,8.378,"Medium","Low"
"82","TCGA-A2-A0EY",82,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"119","BCGA-G2-634A",119,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"36","TCGA-C8-A12L",36,4,5,1,57,7.03,"Bikas","Mike",21.3,17.354,"Medium","Medium"
"130","BCGA-H2-637A",130,23,33,18,297,46.81,"Sunil","Philip",142.74,116.89,"High","High"
"132","BCGA-D2-637A",132,1,6,3,74,8.7,"Rabish","Donald",23.62,19.066,"Medium","Medium"
"31","TCGA-AO-A0JE",31,2,2,0,13,2.56,"Aniketh","Donald",8.42,6.899,"Low","Medium"
"128","BCGA-Q2-637A",128,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"67","TCGA-AR-A1AS",67,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"135","BCGA-Q2-652A",135,3,6,1,53,8,"Bikas","Mike",23.68,19.217,"Medium","Medium"
"126","BCGA-Y2-637A",126,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"122","BCGA-G2-637A",122,2,4,0,52,5.54,"Sujay","John",15.74,12.686,"Medium","Medium"
"14","TCGA-AO-A12F",14,3,5,1,75,7.34,"Prakash","Philip",20.85,16.863,"Medium","Medium"
"28","TCGA-BH-A0EE",28,2,2,0,27,2.84,"Tanmoy","Samson",8.7,7.081,"Low","Low"
"48","TCGA-BH-A0HP",48,2,3,2,26,4.3,"Bikas","John",13.09,10.734,"Low","Medium"
"34","TCGA-A8-A09G",34,1,2,0,95,4.15,"Sunil","Samson",9.25,7.24,"Medium","Low"
"131","BCGA-F2-637A",131,6,9,7,39,12.31,"Rabish","Mathew",39.06,32.208,"Medium","High"
"117","BCGA-V2-632A",117,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"32","TCGA-A2-A0EQ",32,1,1,0,20,1.55,"Vijay","Philip",4.48,3.625,"Low","Low"
"101","TCGA-BH-A0C7",101,10,13,6,176,19.46,"Raghu","Samson",57.55,46.936,"High","High"
"22","TCGA-C8-A134",22,2,2,0,33,2.96,"Shalini","Philip",8.82,7.159,"Low","Low"
"54","TCGA-A2-A0T7",54,6,9,2,110,12.78,"Vishal","Donald",37.63,30.566,"Medium","Medium"
"138","BCGA-Q2-655A",138,8,15,6,138,20.8,"Haresh","John",61.71,50.272,"High","High"
