"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"10","TCGA-A2-A0YM",10,3,5,2,69,7.41,"Prakash","Sam",21.3,17.298,"Medium","Medium"
"50","TCGA-A2-A0YL",50,7,2,1,7,2.88,"Vinay","Mathew",12.92,10.959,"Low","Medium"
"61","TCGA-AO-A126",61,5,8,1,100,11.24,"Sujay","Mike",32.78,26.558,"Medium","Medium"
"6","TCGA-A7-A0CE",6,1,1,0,43,2.01,"Prakash","Mike",4.94,3.924,"Medium","Low"
"15","TCGA-AN-A0AL",15,4,7,2,89,10.06,"Sunil","Samson",29.05,23.563,"Medium","Medium"
"68","TCGA-AR-A1AW",68,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"99","TCGA-AR-A1AV",99,3,2,0,66,3.67,"Suresh","John",10.29,8.313,"Medium","Low"
"34","TCGA-A8-A09G",34,1,2,0,95,4.15,"Sunil","Samson",9.25,7.24,"Medium","Low"
"111","BCGA-G2-626A",111,3,2,0,71,3.77,"Akash","Samson",10.39,8.378,"Medium","Low"
"78","TCGA-A7-A13F",78,4,2,1,24,3.07,"Bikas","Donald",10.83,9.005,"Low","Medium"
"135","BCGA-Q2-652A",135,3,6,1,53,8,"Bikas","Mike",23.68,19.217,"Medium","Medium"
"154","BCGA-Q2-672A",154,4,2,2,59,3.96,"Aniketh","Philip",12.1,9.973,"Medium","Medium"
"100","TCGA-BH-A0BZ",100,2,3,0,49,4.38,"Haresh","Philip",12.41,10.007,"Medium","Low"
"123","BCGA-L2-637A",123,3,4,0,33,5.21,"Suresh","Sam",16.17,13.164,"Low","Medium"
"83","TCGA-E2-A10A",83,2,4,0,52,5.54,"Sujay","John",15.74,12.686,"Medium","Medium"
"130","BCGA-H2-637A",130,23,33,18,297,46.81,"Sunil","Philip",142.74,116.89,"High","High"
"110","BCGA-G2-625A",110,10,14,2,147,19.22,"Prakash","Donald",57.96,47.147,"High","High"
"2","TCGA-A2-A0CM",2,2,2,0,34,2.98,"Prakash","John",8.84,7.172,"Low","Low"
"4","TCGA-BH-A18Q",4,2,1,0,10,1.4,"Suresh","Samson",5.09,4.22,"Low","Low"
"47","TCGA-A7-A0CD",47,4,4,2,57,6.12,"Suresh","Philip",18.6,15.227,"Medium","Medium"
"157","BCGA-Q2-675A",157,28,33,24,317,48.6,"Sunil","Philip",150.61,123.853,"High","High"
"150","BCGA-Q2-668A",150,2,3,0,49,4.38,"Haresh","Philip",12.41,10.007,"Medium","Low"
"23","TCGA-E2-A150",23,4,3,1,38,4.45,"Rabish","Sam",14.38,11.827,"Medium","Medium"
"97","TCGA-AR-A0TT",97,4,10,3,103,13.83,"Rabish","Donald",39.71,32.178,"Medium","Medium"
"132","BCGA-D2-637A",132,1,6,3,74,8.7,"Rabish","Donald",23.62,19.066,"Medium","Medium"
"114","BCGA-I2-629A",114,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"52","TCGA-BH-A0E1",52,5,8,2,96,11.35,"Haresh","Donald",33.27,27.019,"Medium","Medium"
"87","TCGA-AO-A12B",87,6,11,8,155,17.02,"Vishal","Mike",48.49,39.509,"High","High"
"19","TCGA-BH-A0AV",19,13,8,5,267,15.74,"Sunil","Philip",44.88,36.581,"High","Medium"
"147","BCGA-Q2-665A",147,11,13,3,159,18.6,"Prakash","Donald",56.31,45.901,"High","High"
"151","BCGA-Q2-669A",151,11,14,2,153,19.39,"Prakash","Donald",58.89,47.95,"High","High"
"30","TCGA-AO-A12D",30,2,1,1,11,1.61,"Vinay","Mike",5.68,4.746,"Low","Low"
"9","TCGA-AO-A0J6",9,12,17,5,233,24.91,"Bikas","Mathew",72.82,59.174,"High","High"
"77","TCGA-D8-A13Y",77,3,15,1,189,20.62,"Aniketh","Mike",55.83,44.745,"High","High"
"142","BCGA-Q2-659A",142,5,10,2,117,13.97,"Rabish","Samson",40.23,32.572,"Medium","Medium"
"98","TCGA-AR-A0TV",98,5,11,3,148,15.88,"Prakash","Sam",44.69,36.128,"High","Medium"
"63","TCGA-AO-A0JJ",63,4,3,1,38,4.45,"Suresh","Mike",14.38,11.827,"Medium","Medium"
"13","TCGA-AO-A0JL",13,2,3,0,56,4.52,"Bikas","John",12.55,10.098,"Medium","Low"
"17","TCGA-AR-A0U4",17,4,6,2,76,8.7,"Bikas","Sam",25.52,20.754,"Medium","Medium"
"101","TCGA-BH-A0C7",101,10,13,6,176,19.46,"Raghu","Samson",57.55,46.936,"High","High"
"107","BCGA-J2-616A",107,6,8,2,89,11.26,"Prakash","John",33.94,27.653,"Medium","Medium"
"21","TCGA-C8-A131",21,4,5,2,80,7.68,"Akash","Mathew",22.33,18.166,"Medium","Medium"
"146","BCGA-Q2-664A",146,5,6,3,57,8.56,"Aniketh","Samson",26.52,21.745,"Medium","Medium"
"58","TCGA-AO-A0J9",58,6,4,1,41,5.71,"Anil","Mathew",19.33,15.956,"Medium","Medium"
"136","BCGA-Q2-653A",136,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"54","TCGA-A2-A0T7",54,6,9,2,110,12.78,"Vishal","Donald",37.63,30.566,"Medium","Medium"
"155","BCGA-Q2-673A",155,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"105","TCGA-E2-A15A",105,4,5,1,67,7.23,"Aniketh","Samson",21.5,17.484,"Medium","Medium"
"45","TCGA-BH-A18N",45,2,2,0,37,3.04,"Sujay","Donald",8.9,7.211,"Low","Low"
"46","TCGA-BH-A0HK",46,2,1,0,22,1.64,"Sunil","Samson",5.33,4.376,"Low","Low"
"89","TCGA-A8-A06Z",89,3,4,1,52,5.78,"Aniketh","Philip",17.12,13.924,"Medium","Medium"
"66","TCGA-AR-A1AP",66,2,1,0,22,1.64,"Sunil","Samson",5.33,4.376,"Low","Low"
"117","BCGA-V2-632A",117,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"8","TCGA-A2-A0D0",8,10,14,6,183,20.7,"Suresh","Samson",60.96,49.667,"High","High"
"109","BCGA-G2-624A",109,7,12,2,132,16.57,"Mohan","Sam",48.69,39.497,"High","High"
"159","BCGA-Q2-677A",159,14,17,8,207,25.06,"Raghu","Samson",75.63,61.825,"High","High"
"121","BCGA-G2-636A",121,9,18,5,205,25.3,"Raghu","Mike",73.1,59.275,"High","High"
"119","BCGA-G2-634A",119,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"118","BCGA-X2-633A",118,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"95","TCGA-AN-A0AS",95,6,10,2,122,14.12,"Raghu","Mathew",41.14,33.362,"High","High"
"7","TCGA-D8-A142",7,3,4,2,63,6.19,"Sunil","Donald",17.91,14.58,"Medium","Medium"
"28","TCGA-BH-A0EE",28,2,2,0,27,2.84,"Tanmoy","Samson",8.7,7.081,"Low","Low"
"90","TCGA-A8-A079",90,5,10,2,117,13.97,"Rabish","Samson",40.23,32.572,"Medium","Medium"
"27","TCGA-A2-A0T1",27,3,8,2,95,11.23,"Rabish","Philip",31.63,25.556,"Medium","Medium"
"82","TCGA-A2-A0EY",82,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"84","TCGA-BH-A0C0",84,1,10,0,94,12.93,"Sunil","Mike",35.39,28.347,"Medium","Medium"
"133","BCGA-Q2-650A",133,13,15,8,193,22.53,"Raghu","Samson",68,55.638,"High","High"
"11","TCGA-A2-A0D2",11,1,2,2.1,18,3.009,"Sunil","John",8.907,7.3163,"Low","Low"
"57","TCGA-A2-A0YC",57,8,13,2,152,18.12,"Ajay","Samson",53.17,43.122,"High","High"
"72","TCGA-E2-A154",72,2,4,0,51,5.52,"Vinay","John",15.72,12.673,"Medium","Medium"
"33","TCGA-A8-A076",33,4,8,3,106,11.69,"Sujay","Sam",33.23,26.937,"Medium","Medium"
"153","BCGA-Q2-671A",153,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"88","TCGA-A8-A06N",88,3,10,2,111,13.75,"Vinay","John",38.49,31.044,"Medium","Medium"
"79","TCGA-A7-A0CJ",79,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"36","TCGA-C8-A12L",36,4,5,1,57,7.03,"Bikas","Mike",21.3,17.354,"Medium","Medium"
"126","BCGA-Y2-637A",126,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"81","TCGA-A2-A0YG",81,6,10,1,129,14.07,"Mohan","Samson",40.71,32.94,"High","High"
"41","TCGA-C8-A130",41,1,1,0,18,1.51,"Ajay","Sam",4.44,3.599,"Low","Low"
"37","TCGA-C8-A12P",37,3,3,0,31,4.07,"Prakash","Philip",12.86,10.498,"Low","Medium"
"73","TCGA-AO-A03O",73,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"96","TCGA-AN-A0FK",96,7,12,3,163,17.38,"Tanmoy","Mike",49.88,40.413,"High","High"
"131","BCGA-F2-637A",131,6,9,7,39,12.31,"Rabish","Mathew",39.06,32.208,"Medium","High"
"20","TCGA-C8-A12V",20,2,1,0,12,1.44,"Suresh","Samson",5.13,4.246,"Low","Low"
"35","TCGA-AR-A0TX",35,1,1,0,24,1.63,"Suresh","Mathew",4.56,3.677,"Low","Low"
"14","TCGA-AO-A12F",14,3,5,1,75,7.34,"Prakash","Philip",20.85,16.863,"Medium","Medium"
"94","TCGA-AN-A0AM",94,4,5,0,59,6.88,"Haresh","Samson",20.77,16.867,"Medium","Medium"
"124","BCGA-K2-637A",124,19,29,18,289,42.05,"Sunil","Philip",126.26,103.326,"High","High"
"67","TCGA-AR-A1AS",67,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"138","BCGA-Q2-655A",138,8,15,6,138,20.8,"Haresh","John",61.71,50.272,"High","High"
"106","BCGA-Z2-615A",106,3,4,0,62,5.79,"Shalini","Philip",16.75,13.541,"Medium","Medium"
"43","TCGA-C8-A138",43,8,16,3,201,22.59,"Mohan","Mathew",64.53,52.192,"High","High"
"145","BCGA-Q2-663A",145,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"113","BCGA-H2-628A",113,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"56","TCGA-A2-A0EV",56,5,8,2,108,11.59,"Aniketh","Mathew",33.51,27.175,"Medium","Medium"
"137","BCGA-Q2-654A",137,6,9,3,90,12.57,"Vijay","Mike",37.8,30.819,"Medium","High"
"24","TCGA-E2-A158",24,3,2,0,41,3.17,"Prakash","Samson",9.79,7.988,"Medium","Low"
"140","BCGA-Q2-657A",140,3,15,1,189,20.62,"Aniketh","Mike",55.83,44.745,"High","High"
"149","BCGA-Q2-667A",149,3,4,0,33,5.21,"Suresh","Sam",16.17,13.164,"Low","Medium"
"55","TCGA-A2-A0YD",55,7,6,2,67,8.67,"Vinay","Samson",27.77,22.812,"Medium","Medium"
"120","BCGA-G2-635A",120,6,9,3,90,12.57,"Vijay","Mike",37.8,30.819,"Medium","High"
"139","BCGA-Q2-656A",139,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"75","TCGA-BH-A18U",75,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"112","BCGA-G2-627A",112,11,15,6,177,21.73,"Sunil","Philip",64.92,52.954,"High","High"
"32","TCGA-A2-A0EQ",32,1,1,0,20,1.55,"Vijay","Philip",4.48,3.625,"Low","Low"
"76","TCGA-AR-A0TY",76,10,11,2,133,15.64,"Vinay","Mathew",47.87,39.045,"High","High"
"74","TCGA-A2-A0SW",74,4,14,1,167,19.13,"Suresh","Donald",52.93,42.544,"High","High"
"29","TCGA-A2-A0D1",29,2,4,1,55,5.79,"Vishal","Mathew",16.37,13.238,"Medium","Medium"
"26","TCGA-BH-A18R",26,2,3,0,35,4.1,"Shalini","Mike",12.13,9.825,"Low","Medium"
"25","TCGA-E2-A159",25,3,4,1,68,6.1,"Akash","Mathew",17.44,14.132,"Medium","Medium"
"91","TCGA-A8-A08G",91,5,7,2,85,10.03,"Prakash","John",29.78,24.236,"Medium","Medium"
"3","TCGA-BH-A18V",3,1,1,0,23,1.61,"Sunil","Philip",4.54,3.664,"Low","Low"
"5","TCGA-BH-A0E0",5,1,1,0,13,1.41,"Bikas","Mathew",4.34,3.534,"Low","Low"
"85","TCGA-AO-A0JC",85,4,8,1,157,12.33,"Suresh","Samson",33.11,26.574,"High","Medium"
"38","TCGA-C8-A12Q",38,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
