"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"94","TCGA-AN-A0AM",94,4,5,0,59,6.88,"Haresh","Samson",20.77,16.867,"Medium","Medium"
"106","BCGA-Z2-615A",106,3,4,0,62,5.79,"Shalini","Philip",16.75,13.541,"Medium","Medium"
"63","TCGA-AO-A0JJ",63,4,3,1,38,4.45,"Suresh","Mike",14.38,11.827,"Medium","Medium"
"104","TCGA-C8-A12W",104,2,3,0,30,4,"Vinay","Philip",12.03,9.76,"Low","Medium"
"155","BCGA-Q2-673A",155,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"153","BCGA-Q2-671A",153,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"103","TCGA-C8-A12U",103,7,5,4,59,7.79,"Vishal","John",25.48,21.094,"Medium","Medium"
"141","BCGA-Q2-658A",141,2,4,0,52,5.54,"Sujay","John",15.74,12.686,"Medium","Medium"
"85","TCGA-AO-A0JC",85,4,8,1,157,12.33,"Suresh","Samson",33.11,26.574,"High","Medium"
"74","TCGA-A2-A0SW",74,4,14,1,167,19.13,"Suresh","Donald",52.93,42.544,"High","High"
"140","BCGA-Q2-657A",140,3,15,1,189,20.62,"Aniketh","Mike",55.83,44.745,"High","High"
"139","BCGA-Q2-656A",139,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"111","BCGA-G2-626A",111,3,2,0,71,3.77,"Akash","Samson",10.39,8.378,"Medium","Low"
"128","BCGA-Q2-637A",128,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"77","TCGA-D8-A13Y",77,3,15,1,189,20.62,"Aniketh","Mike",55.83,44.745,"High","High"
"113","BCGA-H2-628A",113,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"24","TCGA-E2-A158",24,3,2,0,41,3.17,"Prakash","Samson",9.79,7.988,"Medium","Low"
"110","BCGA-G2-625A",110,10,14,2,147,19.22,"Prakash","Donald",57.96,47.147,"High","High"
"53","TCGA-A2-A0T6",53,8,16,3,197,22.51,"Raghu","Mike",64.45,52.14,"High","High"
"75","TCGA-BH-A18U",75,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"11","TCGA-A2-A0D2",11,1,2,2.1,18,3.009,"Sunil","John",8.907,7.3163,"Low","Low"
"122","BCGA-G2-637A",122,2,4,0,52,5.54,"Sujay","John",15.74,12.686,"Medium","Medium"
"6","TCGA-A7-A0CE",6,1,1,0,43,2.01,"Prakash","Mike",4.94,3.924,"Medium","Low"
"57","TCGA-A2-A0YC",57,8,13,2,152,18.12,"Ajay","Samson",53.17,43.122,"High","High"
"67","TCGA-AR-A1AS",67,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"46","TCGA-BH-A0HK",46,2,1,0,22,1.64,"Sunil","Samson",5.33,4.376,"Low","Low"
"29","TCGA-A2-A0D1",29,2,4,1,55,5.79,"Vishal","Mathew",16.37,13.238,"Medium","Medium"
"13","TCGA-AO-A0JL",13,2,3,0,56,4.52,"Bikas","John",12.55,10.098,"Medium","Low"
"125","BCGA-X2-637A",125,7,15,3,187,21.16,"Sunil","Mathew",60.17,48.645,"High","High"
"108","BCGA-G2-623A",108,3,6,1,53,8,"Bikas","Mike",23.68,19.217,"Medium","Medium"
"38","TCGA-C8-A12Q",38,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"73","TCGA-AO-A03O",73,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"82","TCGA-A2-A0EY",82,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"116","BCGA-B2-631A",116,5,8,2,108,11.59,"Aniketh","Mathew",33.51,27.175,"Medium","Medium"
"64","TCGA-A8-A08Z",64,4,5,1,58,7.05,"Bikas","Donald",21.32,17.367,"Medium","Medium"
"43","TCGA-C8-A138",43,8,16,3,201,22.59,"Mohan","Mathew",64.53,52.192,"High","High"
"10","TCGA-A2-A0YM",10,3,5,2,69,7.41,"Prakash","Sam",21.3,17.298,"Medium","Medium"
"130","BCGA-H2-637A",130,23,33,18,297,46.81,"Sunil","Philip",142.74,116.89,"High","High"
"156","BCGA-Q2-674A",156,5,8,1,167,12.58,"Suresh","Samson",34.12,27.429,"High","Medium"
"59","TCGA-BH-A0BV",59,2,2,0,23,2.76,"Mohan","Samson",8.62,7.029,"Low","Low"
"151","BCGA-Q2-669A",151,11,14,2,153,19.39,"Prakash","Donald",58.89,47.95,"High","High"
"126","BCGA-Y2-637A",126,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"86","TCGA-AO-A0JM",86,2,4,0,43,5.36,"Bikas","Mathew",15.56,12.569,"Medium","Medium"
"101","TCGA-BH-A0C7",101,10,13,6,176,19.46,"Raghu","Samson",57.55,46.936,"High","High"
"142","BCGA-Q2-659A",142,5,10,2,117,13.97,"Rabish","Samson",40.23,32.572,"Medium","Medium"
"105","TCGA-E2-A15A",105,4,5,1,67,7.23,"Aniketh","Samson",21.5,17.484,"Medium","Medium"
"127","BCGA-P2-637A",127,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"32","TCGA-A2-A0EQ",32,1,1,0,20,1.55,"Vijay","Philip",4.48,3.625,"Low","Low"
"26","TCGA-BH-A18R",26,2,3,0,35,4.1,"Shalini","Mike",12.13,9.825,"Low","Medium"
"100","TCGA-BH-A0BZ",100,2,3,0,49,4.38,"Haresh","Philip",12.41,10.007,"Medium","Low"
"119","BCGA-G2-634A",119,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"18","TCGA-AR-A1AQ",18,1,1,0,23,1.61,"Prakash","John",4.54,3.664,"Low","Low"
"87","TCGA-AO-A12B",87,6,11,8,155,17.02,"Vishal","Mike",48.49,39.509,"High","High"
"12","TCGA-A2-A0SX",12,1,1,0,9,1.33,"Suresh","Sam",4.26,3.482,"Low","Low"
"79","TCGA-A7-A0CJ",79,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"158","BCGA-Q2-676A",158,4,7,3,77,10.01,"Aniketh","Samson",29.38,23.92,"Medium","Medium"
"83","TCGA-E2-A10A",83,2,4,0,52,5.54,"Sujay","John",15.74,12.686,"Medium","Medium"
"23","TCGA-E2-A150",23,4,3,1,38,4.45,"Rabish","Sam",14.38,11.827,"Medium","Medium"
"145","BCGA-Q2-663A",145,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"69","TCGA-BH-A0C1",69,4,9,2,105,12.58,"Raghu","Philip",35.91,29.051,"Medium","Medium"
"118","BCGA-X2-633A",118,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"99","TCGA-AR-A1AV",99,3,2,0,66,3.67,"Suresh","John",10.29,8.313,"Medium","Low"
"45","TCGA-BH-A18N",45,2,2,0,37,3.04,"Sujay","Donald",8.9,7.211,"Low","Low"
"27","TCGA-A2-A0T1",27,3,8,2,95,11.23,"Rabish","Philip",31.63,25.556,"Medium","Medium"
"98","TCGA-AR-A0TV",98,5,11,3,148,15.88,"Prakash","Sam",44.69,36.128,"High","Medium"
"47","TCGA-A7-A0CD",47,4,4,2,57,6.12,"Suresh","Philip",18.6,15.227,"Medium","Medium"
"109","BCGA-G2-624A",109,7,12,2,132,16.57,"Mohan","Sam",48.69,39.497,"High","High"
"50","TCGA-A2-A0YL",50,7,2,1,7,2.88,"Vinay","Mathew",12.92,10.959,"Low","Medium"
"31","TCGA-AO-A0JE",31,2,2,0,13,2.56,"Aniketh","Donald",8.42,6.899,"Low","Medium"
"78","TCGA-A7-A13F",78,4,2,1,24,3.07,"Bikas","Donald",10.83,9.005,"Low","Medium"
"133","BCGA-Q2-650A",133,13,15,8,193,22.53,"Raghu","Samson",68,55.638,"High","High"
"71","TCGA-BH-A0E9",71,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"152","BCGA-Q2-670A",152,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"65","TCGA-AN-A04A",65,8,15,4,203,21.72,"Prakash","John",61.87,50.091,"High","High"
"49","TCGA-A2-A0YI",49,2,2,0,31,2.92,"Vishal","Samson",8.78,7.133,"Low","Low"
"35","TCGA-AR-A0TX",35,1,1,0,24,1.63,"Suresh","Mathew",4.56,3.677,"Low","Low"
"91","TCGA-A8-A08G",91,5,7,2,85,10.03,"Prakash","John",29.78,24.236,"Medium","Medium"
"90","TCGA-A8-A079",90,5,10,2,117,13.97,"Rabish","Samson",40.23,32.572,"Medium","Medium"
"34","TCGA-A8-A09G",34,1,2,0,95,4.15,"Sunil","Samson",9.25,7.24,"Medium","Low"
"96","TCGA-AN-A0FK",96,7,12,3,163,17.38,"Tanmoy","Mike",49.88,40.413,"High","High"
