"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"97","TCGA-AR-A0TT",97,4,10,3,103,13.83,"Rabish","Donald",39.71,32.178,"Medium","Medium"
"8","TCGA-A2-A0D0",8,10,14,6,183,20.7,"Suresh","Samson",60.96,49.667,"High","High"
"19","TCGA-BH-A0AV",19,13,8,5,267,15.74,"Sunil","Philip",44.88,36.581,"High","Medium"
"54","TCGA-A2-A0T7",54,6,9,2,110,12.78,"Vishal","Donald",37.63,30.566,"Medium","Medium"
"67","TCGA-AR-A1AS",67,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"105","TCGA-E2-A15A",105,4,5,1,67,7.23,"Aniketh","Samson",21.5,17.484,"Medium","Medium"
"143","BCGA-Q2-660A",143,1,2,0,29,2.83,"Aniketh","Philip",7.93,6.382,"Low","Low"
"95","TCGA-AN-A0AS",95,6,10,2,122,14.12,"Raghu","Mathew",41.14,33.362,"High","High"
"159","BCGA-Q2-677A",159,14,17,8,207,25.06,"Raghu","Samson",75.63,61.825,"High","High"
"49","TCGA-A2-A0YI",49,2,2,0,31,2.92,"Vishal","Samson",8.78,7.133,"Low","Low"
"47","TCGA-A7-A0CD",47,4,4,2,57,6.12,"Suresh","Philip",18.6,15.227,"Medium","Medium"
"121","BCGA-G2-636A",121,9,18,5,205,25.3,"Raghu","Mike",73.1,59.275,"High","High"
"12","TCGA-A2-A0SX",12,1,1,0,9,1.33,"Suresh","Sam",4.26,3.482,"Low","Low"
"96","TCGA-AN-A0FK",96,7,12,3,163,17.38,"Tanmoy","Mike",49.88,40.413,"High","High"
"106","BCGA-Z2-615A",106,3,4,0,62,5.79,"Shalini","Philip",16.75,13.541,"Medium","Medium"
"76","TCGA-AR-A0TY",76,10,11,2,133,15.64,"Vinay","Mathew",47.87,39.045,"High","High"
"9","TCGA-AO-A0J6",9,12,17,5,233,24.91,"Bikas","Mathew",72.82,59.174,"High","High"
"77","TCGA-D8-A13Y",77,3,15,1,189,20.62,"Aniketh","Mike",55.83,44.745,"High","High"
"33","TCGA-A8-A076",33,4,8,3,106,11.69,"Sujay","Sam",33.23,26.937,"Medium","Medium"
"152","BCGA-Q2-670A",152,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"34","TCGA-A8-A09G",34,1,2,0,95,4.15,"Sunil","Samson",9.25,7.24,"Medium","Low"
"13","TCGA-AO-A0JL",13,2,3,0,56,4.52,"Bikas","John",12.55,10.098,"Medium","Low"
"74","TCGA-A2-A0SW",74,4,14,1,167,19.13,"Suresh","Donald",52.93,42.544,"High","High"
"10","TCGA-A2-A0YM",10,3,5,2,69,7.41,"Prakash","Sam",21.3,17.298,"Medium","Medium"
"75","TCGA-BH-A18U",75,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
