"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"66","TCGA-AR-A1AP",66,2,1,0,22,1.64,"Sunil","Samson",5.33,4.376,"Low","Low"
"17","TCGA-AR-A0U4",17,4,6,2,76,8.7,"Bikas","Sam",25.52,20.754,"Medium","Medium"
"112","BCGA-G2-627A",112,11,15,6,177,21.73,"Sunil","Philip",64.92,52.954,"High","High"
"12","TCGA-A2-A0SX",12,1,1,0,9,1.33,"Suresh","Sam",4.26,3.482,"Low","Low"
"71","TCGA-BH-A0E9",71,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"143","BCGA-Q2-660A",143,1,2,0,29,2.83,"Aniketh","Philip",7.93,6.382,"Low","Low"
"34","TCGA-A8-A09G",34,1,2,0,95,4.15,"Sunil","Samson",9.25,7.24,"Medium","Low"
"93","TCGA-AN-A0AJ",93,10,15,3,173,21.03,"Prakash","Sam",62.32,50.638,"High","High"
"78","TCGA-A7-A13F",78,4,2,1,24,3.07,"Bikas","Donald",10.83,9.005,"Low","Medium"
"96","TCGA-AN-A0FK",96,7,12,3,163,17.38,"Tanmoy","Mike",49.88,40.413,"High","High"
"115","BCGA-A2-630A",115,8,10,2,113,14.04,"Vinay","Mathew",42.58,34.695,"Medium","High"
"160","BCGA-Q2-678A",160,12,18,7,215,26.03,"Raghu","Mike",76.87,62.606,"High","High"
"139","BCGA-Q2-656A",139,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"151","BCGA-Q2-669A",151,11,14,2,153,19.39,"Prakash","Donald",58.89,47.95,"High","High"
"134","BCGA-Q2-651A",134,2,7,3,77,9.91,"Aniketh","Samson",27.76,22.47,"Medium","Medium"
"49","TCGA-A2-A0YI",49,2,2,0,31,2.92,"Vishal","Samson",8.78,7.133,"Low","Low"
"145","BCGA-Q2-663A",145,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"73","TCGA-AO-A03O",73,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"128","BCGA-Q2-637A",128,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"54","TCGA-A2-A0T7",54,6,9,2,110,12.78,"Vishal","Donald",37.63,30.566,"Medium","Medium"
"70","TCGA-BH-A0DG",70,7,15,2,212,21.47,"Tanmoy","Samson",60.1,48.457,"High","High"
"141","BCGA-Q2-658A",141,2,4,0,52,5.54,"Sujay","John",15.74,12.686,"Medium","Medium"
"153","BCGA-Q2-671A",153,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"147","BCGA-Q2-665A",147,11,13,3,159,18.6,"Prakash","Donald",56.31,45.901,"High","High"
"103","TCGA-C8-A12U",103,7,5,4,59,7.79,"Vishal","John",25.48,21.094,"Medium","Medium"
"20","TCGA-C8-A12V",20,2,1,0,12,1.44,"Suresh","Samson",5.13,4.246,"Low","Low"
"158","BCGA-Q2-676A",158,4,7,3,77,10.01,"Aniketh","Samson",29.38,23.92,"Medium","Medium"
"118","BCGA-X2-633A",118,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"59","TCGA-BH-A0BV",59,2,2,0,23,2.76,"Mohan","Samson",8.62,7.029,"Low","Low"
"156","BCGA-Q2-674A",156,5,8,1,167,12.58,"Suresh","Samson",34.12,27.429,"High","Medium"
