"","defect_id","defect_description","numActive","numDaysActive","numReopened","LOC","Total.num.days","Developer","Tester","Num.eff.dev.hours","Num.eff.testing.hours","Severity","Priority"
"158","BCGA-Q2-676A",158,4,7,3,77,10.01,"Aniketh","Samson",29.38,23.92,"Medium","Medium"
"39","TCGA-C8-A12T",39,1,1,0,11,1.37,"Suresh","John",4.3,3.508,"Low","Low"
"102","TCGA-BH-A0DD",102,6,11,3,127,15.51,"Tanmoy","Mathew",45.08,36.58,"High","High"
"113","BCGA-H2-628A",113,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"155","BCGA-Q2-673A",155,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"149","BCGA-Q2-667A",149,3,4,0,33,5.21,"Suresh","Sam",16.17,13.164,"Low","Medium"
"43","TCGA-C8-A138",43,8,16,3,201,22.59,"Mohan","Mathew",64.53,52.192,"High","High"
"40","TCGA-C8-A12Z",40,5,2,0,76,3.97,"Akash","Samson",12.11,9.893,"Medium","Medium"
"87","TCGA-AO-A12B",87,6,11,8,155,17.02,"Vishal","Mike",48.49,39.509,"High","High"
"79","TCGA-A7-A0CJ",79,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"138","BCGA-Q2-655A",138,8,15,6,138,20.8,"Haresh","John",61.71,50.272,"High","High"
"153","BCGA-Q2-671A",153,2,2,0,29,2.88,"Suresh","Sam",8.74,7.107,"Low","Low"
"21","TCGA-C8-A131",21,4,5,2,80,7.68,"Akash","Mathew",22.33,18.166,"Medium","Medium"
"63","TCGA-AO-A0JJ",63,4,3,1,38,4.45,"Suresh","Mike",14.38,11.827,"Medium","Medium"
"71","TCGA-BH-A0E9",71,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"37","TCGA-C8-A12P",37,3,3,0,31,4.07,"Prakash","Philip",12.86,10.498,"Low","Medium"
"101","TCGA-BH-A0C7",101,10,13,6,176,19.46,"Raghu","Samson",57.55,46.936,"High","High"
"42","TCGA-C8-A135",42,5,7,1,83,9.8,"Anil","Samson",29.17,23.697,"Medium","Medium"
"49","TCGA-A2-A0YI",49,2,2,0,31,2.92,"Vishal","Samson",8.78,7.133,"Low","Low"
"154","BCGA-Q2-672A",154,4,2,2,59,3.96,"Aniketh","Philip",12.1,9.973,"Medium","Medium"
"81","TCGA-A2-A0YG",81,6,10,1,129,14.07,"Mohan","Samson",40.71,32.94,"High","High"
"52","TCGA-BH-A0E1",52,5,8,2,96,11.35,"Haresh","Donald",33.27,27.019,"Medium","Medium"
"108","BCGA-G2-623A",108,3,6,1,53,8,"Bikas","Mike",23.68,19.217,"Medium","Medium"
"58","TCGA-AO-A0J9",58,6,4,1,41,5.71,"Anil","Mathew",19.33,15.956,"Medium","Medium"
"135","BCGA-Q2-652A",135,3,6,1,53,8,"Bikas","Mike",23.68,19.217,"Medium","Medium"
"82","TCGA-A2-A0EY",82,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"53","TCGA-A2-A0T6",53,8,16,3,197,22.51,"Raghu","Mike",64.45,52.14,"High","High"
"133","BCGA-Q2-650A",133,13,15,8,193,22.53,"Raghu","Samson",68,55.638,"High","High"
"104","TCGA-C8-A12W",104,2,3,0,30,4,"Vinay","Philip",12.03,9.76,"Low","Medium"
"54","TCGA-A2-A0T7",54,6,9,2,110,12.78,"Vishal","Donald",37.63,30.566,"Medium","Medium"
"28","TCGA-BH-A0EE",28,2,2,0,27,2.84,"Tanmoy","Samson",8.7,7.081,"Low","Low"
"128","BCGA-Q2-637A",128,5,15,2,167,20.47,"Vijay","Sam",57.58,46.422,"High","High"
"86","TCGA-AO-A0JM",86,2,4,0,43,5.36,"Bikas","Mathew",15.56,12.569,"Medium","Medium"
"62","TCGA-A2-A0EX",62,7,15,3,187,21.16,"Sunil","Mathew",60.17,48.645,"High","High"
"123","BCGA-L2-637A",123,3,4,0,33,5.21,"Suresh","Sam",16.17,13.164,"Low","Medium"
"119","BCGA-G2-634A",119,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"134","BCGA-Q2-651A",134,2,7,3,77,9.91,"Aniketh","Samson",27.76,22.47,"Medium","Medium"
"137","BCGA-Q2-654A",137,6,9,3,90,12.57,"Vijay","Mike",37.8,30.819,"Medium","High"
"27","TCGA-A2-A0T1",27,3,8,2,95,11.23,"Rabish","Philip",31.63,25.556,"Medium","Medium"
"76","TCGA-AR-A0TY",76,10,11,2,133,15.64,"Vinay","Mathew",47.87,39.045,"High","High"
"144","BCGA-Q2-661A",144,6,9,3,90,12.57,"Vijay","Mike",37.8,30.819,"Medium","High"
"10","TCGA-A2-A0YM",10,3,5,2,69,7.41,"Prakash","Sam",21.3,17.298,"Medium","Medium"
"38","TCGA-C8-A12Q",38,8,13,3,159,18.45,"Sunil","Mathew",53.88,43.726,"High","High"
"66","TCGA-AR-A1AP",66,2,1,0,22,1.64,"Sunil","Samson",5.33,4.376,"Low","Low"
"8","TCGA-A2-A0D0",8,10,14,6,183,20.7,"Suresh","Samson",60.96,49.667,"High","High"
"68","TCGA-AR-A1AW",68,7,10,3,118,14.28,"Haresh","John",42.44,34.548,"High","High"
"23","TCGA-E2-A150",23,4,3,1,38,4.45,"Rabish","Sam",14.38,11.827,"Medium","Medium"
"5","TCGA-BH-A0E0",5,1,1,0,13,1.41,"Bikas","Mathew",4.34,3.534,"Low","Low"
"118","BCGA-X2-633A",118,7,5,1,85,7.74,"Ajay","John",24.29,19.893,"Medium","Medium"
"36","TCGA-C8-A12L",36,4,5,1,57,7.03,"Bikas","Mike",21.3,17.354,"Medium","Medium"
"114","BCGA-I2-629A",114,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"116","BCGA-B2-631A",116,5,8,2,108,11.59,"Aniketh","Mathew",33.51,27.175,"Medium","Medium"
"130","BCGA-H2-637A",130,23,33,18,297,46.81,"Sunil","Philip",142.74,116.89,"High","High"
"139","BCGA-Q2-656A",139,2,3,0,47,4.34,"Vishal","Sam",12.37,9.981,"Medium","Low"
"85","TCGA-AO-A0JC",85,4,8,1,157,12.33,"Suresh","Samson",33.11,26.574,"High","Medium"
"73","TCGA-AO-A03O",73,5,1,3,49,2.9,"Aniketh","Philip",10.01,8.441,"Medium","Medium"
"93","TCGA-AN-A0AJ",93,10,15,3,173,21.03,"Prakash","Sam",62.32,50.638,"High","High"
"131","BCGA-F2-637A",131,6,9,7,39,12.31,"Rabish","Mathew",39.06,32.208,"Medium","High"
"16","TCGA-AN-A0FL",16,3,7,2,95,10.13,"Suresh","Mathew",28.36,22.916,"Medium","Medium"
"12","TCGA-A2-A0SX",12,1,1,0,9,1.33,"Suresh","Sam",4.26,3.482,"Low","Low"
"75","TCGA-BH-A18U",75,2,3,0,24,3.88,"Vishal","Samson",11.91,9.682,"Low","Medium"
"47","TCGA-A7-A0CD",47,4,4,2,57,6.12,"Suresh","Philip",18.6,15.227,"Medium","Medium"
"132","BCGA-D2-637A",132,1,6,3,74,8.7,"Rabish","Donald",23.62,19.066,"Medium","Medium"
"120","BCGA-G2-635A",120,6,9,3,90,12.57,"Vijay","Mike",37.8,30.819,"Medium","High"
"72","TCGA-E2-A154",72,2,4,0,51,5.52,"Vinay","John",15.72,12.673,"Medium","Medium"
"31","TCGA-AO-A0JE",31,2,2,0,13,2.56,"Aniketh","Donald",8.42,6.899,"Low","Medium"
"34","TCGA-A8-A09G",34,1,2,0,95,4.15,"Sunil","Samson",9.25,7.24,"Medium","Low"
"15","TCGA-AN-A0AL",15,4,7,2,89,10.06,"Sunil","Samson",29.05,23.563,"Medium","Medium"
"24","TCGA-E2-A158",24,3,2,0,41,3.17,"Prakash","Samson",9.79,7.988,"Medium","Low"
"157","BCGA-Q2-675A",157,28,33,24,317,48.6,"Sunil","Philip",150.61,123.853,"High","High"
"32","TCGA-A2-A0EQ",32,1,1,0,20,1.55,"Vijay","Philip",4.48,3.625,"Low","Low"
"60","TCGA-AO-A12E",60,4,3,2,59,5.06,"Vijay","Mathew",15.37,12.613,"Medium","Medium"
